Listes candidates,Total période (durée),Nom du media,Type de media,Durée en seconde,Durée en minute,Temps total,Couleur,Taux temps de parole,Durée en heure
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:03:04,C8,TV généraliste,184,3.066666666666667,45402,gauche radicale,0.4052684903748734,0.051111111111111114
REVEILLER L?EUROPE,01:18:52,C8,TV généraliste,4732,78.86666666666666,45402,Sociaux Democrate,10.422448350292939,1.3144444444444445
temps_president,00:00:56,C8,TV généraliste,56,0.9333333333333333,45402,Macron parle,0.12334258402713535,0.015555555555555555
ALLIANCE RURALE,00:16:15,Cnews,TV info continue,975,16.25,94860,Autres,1.027830487033523,0.2708333333333333
BESOIN D?EUROPE,04:18:16,Cnews,TV info continue,15496,258.26666666666665,94860,Centriste et Liberaux,16.335652540586125,4.304444444444444
DEFENDRE LES ENFANTS,00:00:58,Cnews,TV info continue,58,0.9666666666666667,94860,Autres,0.06114273666455829,0.01611111111111111
DEMOCRATIE REPRESENTATIVE,00:00:52,Cnews,TV info continue,52,0.8666666666666667,94860,Autres,0.054817625975121236,0.014444444444444444
ÉCOLOGIE AU CENTRE,00:12:15,Cnews,TV info continue,735,12.25,94860,Ecologiste et Regionaliste,0.7748260594560406,0.20416666666666666
ECOLOGIE POSITIVE ET TERRITOIRES,00:04:35,Cnews,TV info continue,275,4.583333333333333,94860,Ecologiste et Regionaliste,0.2899009065991988,0.0763888888888889
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:04:28,Cnews,TV info continue,268,4.466666666666667,94860,Ecologiste et Regionaliste,0.28252161079485555,0.07444444444444444
ESPERANTO LANGUE COMMUNE,00:05:21,Cnews,TV info continue,321,5.35,94860,Autres,0.33839342188488303,0.08916666666666667
EUROPE ECOLOGIE,01:49:28,Cnews,TV info continue,6568,109.46666666666667,94860,Ecologiste et Regionaliste,6.923887834703773,1.8244444444444445
EUROPE TERRITOIRES ÉCOLOGIE,00:06:18,Cnews,TV info continue,378,6.3,94860,Sociaux Democrate,0.39848197343453506,0.105
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:55,Cnews,TV info continue,55,0.9166666666666666,94860,Extreme droite - Divers,0.057980181319839764,0.015277777777777777
FRANCE LIBRE,00:01:01,Cnews,TV info continue,61,1.0166666666666666,94860,Extreme droite - Divers,0.06430529200927683,0.016944444444444446
FREE PALESTINE,00:00:39,Cnews,TV info continue,39,0.65,94860,Autres,0.041113219481340925,0.010833333333333334
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,01:18:32,Cnews,TV info continue,4712,78.53333333333333,94860,gauche radicale,4.967320261437909,1.308888888888889
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,02:24:45,Cnews,TV info continue,8685,144.75,94860,Les conservateurs,9.155597722960152,2.4125
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",01:39:43,Cnews,TV info continue,5983,99.71666666666667,94860,Extreme droite - Divers,6.30718954248366,1.6619444444444444
LA FRANCE INSOUMISE - UNION POPULAIRE,03:01:38,Cnews,TV info continue,10898,181.63333333333333,94860,gauche radicale,11.488509382247521,3.027222222222222
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,06:17:30,Cnews,TV info continue,22650,377.5,94860,Extreme droite - Divers,23.87729285262492,6.291666666666667
LA RUCHE CITOYENNE,00:01:04,Cnews,TV info continue,64,1.0666666666666667,94860,Autres,0.06746784735399536,0.017777777777777778
LIBERTE DEMOCRATIQUE FRANCAISE,00:01:04,Cnews,TV info continue,64,1.0666666666666667,94860,Autres,0.06746784735399536,0.017777777777777778
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:14:35,Cnews,TV info continue,875,14.583333333333334,94860,Autres,0.9224119755429053,0.24305555555555555
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:14:19,Cnews,TV info continue,859,14.316666666666666,94860,gauche radicale,0.9055450137044065,0.2386111111111111
L?EUROPE ÇA SUFFIT!,00:14:57,Cnews,TV info continue,897,14.95,94860,Extreme droite - Divers,0.9456040480708413,0.24916666666666668
NON! PRENONS-NOUS EN MAINS,00:01:02,Cnews,TV info continue,62,1.0333333333333334,94860,Extreme droite - Divers,0.065359477124183,0.017222222222222222
NOUS LE PEUPLE,00:05:41,Cnews,TV info continue,341,5.683333333333334,94860,Autres,0.35947712418300654,0.09472222222222222
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:59,Cnews,TV info continue,59,0.9833333333333333,94860,Sociaux Democrate,0.062196921779464474,0.01638888888888889
PAIX ET DECROISSANCE,00:00:58,Cnews,TV info continue,58,0.9666666666666667,94860,Autres,0.06114273666455829,0.01611111111111111
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:15:48,Cnews,TV info continue,948,15.8,94860,Autres,0.9993674889310564,0.2633333333333333
PARTI PIRATE,00:04:24,Cnews,TV info continue,264,4.4,94860,Autres,0.2783048703352308,0.07333333333333333
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:50,Cnews,TV info continue,50,0.8333333333333334,94860,gauche radicale,0.052709255745308874,0.013888888888888888
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:04:38,Cnews,TV info continue,278,4.633333333333334,94860,gauche radicale,0.29306346194391736,0.07722222222222222
POUR UNE AUTRE EUROPE,00:01:00,Cnews,TV info continue,60,1.0,94860,Autres,0.06325110689437065,0.016666666666666666
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:01:22,Cnews,TV info continue,82,1.3666666666666667,94860,Autres,0.08644317942230656,0.02277777777777778
POUR UNE HUMANITE SOUVERAINE,00:00:58,Cnews,TV info continue,58,0.9666666666666667,94860,Autres,0.06114273666455829,0.01611111111111111
REVEILLER L?EUROPE,03:12:09,Cnews,TV info continue,11529,192.15,94860,Sociaux Democrate,12.153700189753321,3.2025
temps_president,00:01:43,Cnews,TV info continue,103,1.7166666666666666,94860,Macron parle,0.10858106683533629,0.02861111111111111
BESOIN D?EUROPE,00:07:00,Euronews,TV info continue,420,7.0,6254,Centriste et Liberaux,6.715701950751519,0.11666666666666667
EUROPE ECOLOGIE,00:14:00,Euronews,TV info continue,840,14.0,6254,Ecologiste et Regionaliste,13.431403901503039,0.23333333333333334
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:03:58,Euronews,TV info continue,238,3.966666666666667,6254,Les conservateurs,3.8055644387591943,0.0661111111111111
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:18:03,Euronews,TV info continue,1083,18.05,6254,Extreme droite - Divers,17.316917173009276,0.30083333333333334
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,00:09:55,Euronews,TV info continue,595,9.916666666666666,6254,Extreme droite - Divers,9.513911096897985,0.16527777777777777
temps_president,00:51:18,Euronews,TV info continue,3078,51.3,6254,Macron parle,49.21650143907899,0.855
ALLIANCE RURALE,00:03:29,Europe1,radio,209,3.4833333333333334,74632,Autres,0.280040733197556,0.058055555555555555
BESOIN D?EUROPE,04:29:22,Europe1,radio,16162,269.3666666666667,74632,Centriste et Liberaux,21.655590095401436,4.489444444444445
CHANGER L?EUROPE,00:05:18,Europe1,radio,318,5.3,74632,Sociaux Democrate,0.4260906849608747,0.08833333333333333
DEFENDRE LES ENFANTS,00:00:33,Europe1,radio,33,0.55,74632,Autres,0.04421695787329832,0.009166666666666667
ÉCOLOGIE AU CENTRE,00:03:00,Europe1,radio,180,3.0,74632,Ecologiste et Regionaliste,0.2411834065816272,0.05
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:34,Europe1,radio,34,0.5666666666666667,74632,Ecologiste et Regionaliste,0.04555686568764069,0.009444444444444445
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:00:28,Europe1,radio,28,0.4666666666666667,74632,Ecologiste et Regionaliste,0.037517418801586454,0.0077777777777777776
ESPERANTO LANGUE COMMUNE,00:00:35,Europe1,radio,35,0.5833333333333334,74632,Autres,0.04689677350198306,0.009722222222222222
EUROPE ECOLOGIE,01:03:19,Europe1,radio,3799,63.31666666666667,74632,Ecologiste et Regionaliste,5.090309786686676,1.0552777777777778
EUROPE TERRITOIRES ÉCOLOGIE,00:11:48,Europe1,radio,708,11.8,74632,Sociaux Democrate,0.9486547325544002,0.19666666666666666
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:39,Europe1,radio,39,0.65,74632,Extreme droite - Divers,0.05225640475935256,0.010833333333333334
FRANCE LIBRE,00:00:27,Europe1,radio,27,0.45,74632,Extreme droite - Divers,0.03617751098724408,0.0075
FREE PALESTINE,00:00:35,Europe1,radio,35,0.5833333333333334,74632,Autres,0.04689677350198306,0.009722222222222222
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,01:13:59,Europe1,radio,4439,73.98333333333333,74632,gauche radicale,5.947850787865795,1.2330555555555556
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,02:17:37,Europe1,radio,8257,137.61666666666667,74632,Les conservateurs,11.063618823024976,2.2936111111111113
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",01:45:21,Europe1,radio,6321,105.35,74632,Extreme droite - Divers,8.469557294458141,1.7558333333333334
LA FRANCE INSOUMISE - UNION POPULAIRE,02:31:30,Europe1,radio,9090,151.5,74632,gauche radicale,12.179762032372173,2.525
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,04:38:42,Europe1,radio,16722,278.7,74632,Extreme droite - Divers,22.405938471433164,4.645
LA RUCHE CITOYENNE,00:00:33,Europe1,radio,33,0.55,74632,Autres,0.04421695787329832,0.009166666666666667
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:29,Europe1,radio,29,0.48333333333333334,74632,Autres,0.038857326615928826,0.008055555555555555
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:14:36,Europe1,radio,876,14.6,74632,Autres,1.173759245363919,0.24333333333333335
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:13:37,Europe1,radio,817,13.616666666666667,74632,gauche radicale,1.094704684317719,0.22694444444444445
L?EUROPE ÇA SUFFIT!,00:05:03,Europe1,radio,303,5.05,74632,Extreme droite - Divers,0.40599206774573915,0.08416666666666667
NOUS LE PEUPLE,00:00:32,Europe1,radio,32,0.5333333333333333,74632,Autres,0.042877050058955944,0.008888888888888889
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:01:52,Europe1,radio,112,1.8666666666666667,74632,Autres,0.15006967520634582,0.03111111111111111
PARTI PIRATE,00:00:31,Europe1,radio,31,0.5166666666666667,74632,Autres,0.041537142244613565,0.008611111111111111
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:02:51,Europe1,radio,171,2.85,74632,gauche radicale,0.22912423625254583,0.0475
REVEILLER L?EUROPE,01:14:44,Europe1,radio,4484,74.73333333333333,74632,Sociaux Democrate,6.008146639511202,1.2455555555555555
temps_president,00:21:48,Europe1,radio,1308,21.8,74632,Macron parle,1.7525994211598241,0.36333333333333334
ALLIANCE RURALE,00:19:06,France2,TV généraliste,1146,19.1,46900,Autres,2.443496801705757,0.31833333333333336
BESOIN D?EUROPE,01:52:05,France2,TV généraliste,6725,112.08333333333333,46900,Centriste et Liberaux,14.339019189765459,1.8680555555555556
CHANGER L?EUROPE,00:15:51,France2,TV généraliste,951,15.85,46900,Sociaux Democrate,2.0277185501066097,0.26416666666666666
DEFENDRE LES ENFANTS,00:00:32,France2,TV généraliste,32,0.5333333333333333,46900,Autres,0.06823027718550106,0.008888888888888889
DEMOCRATIE REPRESENTATIVE,00:00:29,France2,TV généraliste,29,0.48333333333333334,46900,Autres,0.06183368869936034,0.008055555555555555
ÉCOLOGIE AU CENTRE,00:08:36,France2,TV généraliste,516,8.6,46900,Ecologiste et Regionaliste,1.1002132196162047,0.14333333333333334
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:11,France2,TV généraliste,11,0.18333333333333332,46900,Ecologiste et Regionaliste,0.02345415778251599,0.0030555555555555557
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:00:22,France2,TV généraliste,22,0.36666666666666664,46900,Ecologiste et Regionaliste,0.04690831556503198,0.006111111111111111
ESPERANTO LANGUE COMMUNE,00:00:30,France2,TV généraliste,30,0.5,46900,Autres,0.06396588486140725,0.008333333333333333
EUROPE ECOLOGIE,01:06:12,France2,TV généraliste,3972,66.2,46900,Ecologiste et Regionaliste,8.46908315565032,1.1033333333333333
EUROPE TERRITOIRES ÉCOLOGIE,00:16:06,France2,TV généraliste,966,16.1,46900,Sociaux Democrate,2.0597014925373136,0.2683333333333333
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:04,France2,TV généraliste,4,0.06666666666666667,46900,Extreme droite - Divers,0.008528784648187633,0.0011111111111111111
FRANCE LIBRE,00:00:16,France2,TV généraliste,16,0.26666666666666666,46900,Extreme droite - Divers,0.03411513859275053,0.0044444444444444444
FREE PALESTINE,00:00:31,France2,TV généraliste,31,0.5166666666666667,46900,Autres,0.06609808102345416,0.008611111111111111
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:46:12,France2,TV généraliste,2772,46.2,46900,gauche radicale,5.91044776119403,0.77
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,01:25:10,France2,TV généraliste,5110,85.16666666666667,46900,Les conservateurs,10.895522388059701,1.4194444444444445
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:59:42,France2,TV généraliste,3582,59.7,46900,Extreme droite - Divers,7.637526652452026,0.995
LA FRANCE INSOUMISE - UNION POPULAIRE,01:11:29,France2,TV généraliste,4289,71.48333333333333,46900,gauche radicale,9.14498933901919,1.1913888888888888
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,01:55:11,France2,TV généraliste,6911,115.18333333333334,46900,Extreme droite - Divers,14.735607675906184,1.9197222222222223
LA RUCHE CITOYENNE,00:00:37,France2,TV généraliste,37,0.6166666666666667,46900,Autres,0.0788912579957356,0.010277777777777778
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:26,France2,TV généraliste,26,0.43333333333333335,46900,Autres,0.05543710021321961,0.007222222222222222
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:08:05,France2,TV généraliste,485,8.083333333333334,46900,Autres,1.0341151385927505,0.13472222222222222
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:08:35,France2,TV généraliste,515,8.583333333333334,46900,gauche radicale,1.0980810234541578,0.14305555555555555
L?EUROPE ÇA SUFFIT!,00:08:50,France2,TV généraliste,530,8.833333333333334,46900,Extreme droite - Divers,1.1300639658848615,0.14722222222222223
"NON A L?UE ET A L?OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRES SOCIAL",00:00:37,France2,TV généraliste,37,0.6166666666666667,46900,gauche radicale,0.0788912579957356,0.010277777777777778
NON! PRENONS-NOUS EN MAINS,00:00:19,France2,TV généraliste,19,0.31666666666666665,46900,Extreme droite - Divers,0.04051172707889126,0.005277777777777778
NOUS LE PEUPLE,00:00:22,France2,TV généraliste,22,0.36666666666666664,46900,Autres,0.04690831556503198,0.006111111111111111
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:15,France2,TV généraliste,15,0.25,46900,Sociaux Democrate,0.031982942430703626,0.004166666666666667
PAIX ET DECROISSANCE,00:00:46,France2,TV généraliste,46,0.7666666666666667,46900,Autres,0.0980810234541578,0.012777777777777779
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:17:03,France2,TV généraliste,1023,17.05,46900,Autres,2.1812366737739874,0.2841666666666667
PARTI PIRATE,00:00:17,France2,TV généraliste,17,0.2833333333333333,46900,Autres,0.036247334754797446,0.004722222222222222
PARTI REVOLUTIONNAIRE COMMUNISTES,00:00:36,France2,TV généraliste,36,0.6,46900,gauche radicale,0.07675906183368869,0.01
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:28,France2,TV généraliste,28,0.4666666666666667,46900,gauche radicale,0.05970149253731343,0.0077777777777777776
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:00:15,France2,TV généraliste,15,0.25,46900,gauche radicale,0.031982942430703626,0.004166666666666667
POUR UNE AUTRE EUROPE,00:00:12,France2,TV généraliste,12,0.2,46900,Autres,0.0255863539445629,0.0033333333333333335
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:00:37,France2,TV généraliste,37,0.6166666666666667,46900,Autres,0.0788912579957356,0.010277777777777778
POUR UNE HUMANITE SOUVERAINE,00:00:28,France2,TV généraliste,28,0.4666666666666667,46900,Autres,0.05970149253731343,0.0077777777777777776
REVEILLER L?EUROPE,01:41:15,France2,TV généraliste,6075,101.25,46900,Sociaux Democrate,12.953091684434966,1.6875
temps_president,00:13:02,France2,TV généraliste,782,13.033333333333333,46900,Macron parle,1.6673773987206824,0.21722222222222223
ALLIANCE RURALE,00:01:42,France24,TV info continue,102,1.7,28061,Autres,0.3634938170414454,0.028333333333333332
BESOIN D?EUROPE,00:22:27,France24,TV info continue,1347,22.45,28061,Centriste et Liberaux,4.800256583870853,0.37416666666666665
CHANGER L?EUROPE,00:01:37,France24,TV info continue,97,1.6166666666666667,28061,Sociaux Democrate,0.34567549267666864,0.026944444444444444
DEFENDRE LES ENFANTS,00:00:31,France24,TV info continue,31,0.5166666666666667,28061,Autres,0.11047361106161575,0.008611111111111111
ÉCOLOGIE AU CENTRE,00:03:32,France24,TV info continue,212,3.533333333333333,28061,Ecologiste et Regionaliste,0.7554969530665336,0.058888888888888886
ESPERANTO LANGUE COMMUNE,00:00:29,France24,TV info continue,29,0.48333333333333334,28061,Autres,0.10334628131570507,0.008055555555555555
EUROPE ECOLOGIE,00:27:38,France24,TV info continue,1658,27.633333333333333,28061,Ecologiste et Regionaliste,5.908556359359966,0.46055555555555555
EUROPE TERRITOIRES ÉCOLOGIE,00:02:48,France24,TV info continue,168,2.8,28061,Sociaux Democrate,0.5986956986564983,0.04666666666666667
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:23:34,France24,TV info continue,1414,23.566666666666666,28061,gauche radicale,5.039022130358861,0.3927777777777778
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:30:23,France24,TV info continue,1823,30.383333333333333,28061,Les conservateurs,6.496561063397597,0.5063888888888889
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:07:34,France24,TV info continue,454,7.566666666666666,28061,Extreme droite - Divers,1.6179038523217277,0.12611111111111112
LA FRANCE INSOUMISE - UNION POPULAIRE,00:39:09,France24,TV info continue,2349,39.15,28061,gauche radicale,8.37104878657211,0.6525
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,01:53:08,France24,TV info continue,6788,113.13333333333334,28061,Extreme droite - Divers,24.1901571576209,1.8855555555555557
LA RUCHE CITOYENNE,00:00:34,France24,TV info continue,34,0.5666666666666667,28061,Autres,0.1211646056804818,0.009444444444444445
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:26,France24,TV info continue,26,0.43333333333333335,28061,Autres,0.09265528669683903,0.007222222222222222
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:01:33,France24,TV info continue,93,1.55,28061,Autres,0.33142083318484733,0.025833333333333333
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:03:38,France24,TV info continue,218,3.6333333333333333,28061,gauche radicale,0.7768789423042657,0.06055555555555556
L?EUROPE ÇA SUFFIT!,00:03:04,France24,TV info continue,184,3.066666666666667,28061,Extreme droite - Divers,0.6557143366237839,0.051111111111111114
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:22,France24,TV info continue,22,0.36666666666666664,28061,Sociaux Democrate,0.07840062720501764,0.006111111111111111
PAIX ET DECROISSANCE,00:00:44,France24,TV info continue,44,0.7333333333333333,28061,Autres,0.15680125441003528,0.012222222222222223
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:01:31,France24,TV info continue,91,1.5166666666666666,28061,Autres,0.3242935034389366,0.025277777777777777
PARTI PIRATE,00:00:34,France24,TV info continue,34,0.5666666666666667,28061,Autres,0.1211646056804818,0.009444444444444445
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:00:18,France24,TV info continue,18,0.3,28061,gauche radicale,0.06414596771319625,0.005
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:00:37,France24,TV info continue,37,0.6166666666666667,28061,Autres,0.13185560029934784,0.010277777777777778
REVEILLER L?EUROPE,00:43:54,France24,TV info continue,2634,43.9,28061,Sociaux Democrate,9.386693275364385,0.7316666666666667
temps_president,02:15:54,France24,TV info continue,8154,135.9,28061,Macron parle,29.058123374077905,2.265
ALLIANCE RURALE,00:08:11,France3,TV généraliste,491,8.183333333333334,14747,Autres,3.329490743880111,0.1363888888888889
BESOIN D?EUROPE,00:41:49,France3,TV généraliste,2509,41.81666666666667,14747,Centriste et Liberaux,17.013629890825253,0.6969444444444445
CHANGER L?EUROPE,00:05:36,France3,TV généraliste,336,5.6,14747,Sociaux Democrate,2.2784295110870008,0.09333333333333334
ÉCOLOGIE AU CENTRE,00:04:36,France3,TV généraliste,276,4.6,14747,Ecologiste et Regionaliste,1.8715670983928936,0.07666666666666666
EUROPE ECOLOGIE,00:17:35,France3,TV généraliste,1055,17.583333333333332,14747,Ecologiste et Regionaliste,7.15399742320472,0.29305555555555557
EUROPE TERRITOIRES ÉCOLOGIE,00:06:57,France3,TV généraliste,417,6.95,14747,Sociaux Democrate,2.8276937682240457,0.11583333333333333
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:13:08,France3,TV généraliste,788,13.133333333333333,14747,gauche radicale,5.343459686715942,0.21888888888888888
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:23:54,France3,TV généraliste,1434,23.9,14747,Les conservateurs,9.724011663389163,0.3983333333333333
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:13:43,France3,TV généraliste,823,13.716666666666667,14747,Extreme droite - Divers,5.580796094120838,0.2286111111111111
LA FRANCE INSOUMISE - UNION POPULAIRE,00:25:11,France3,TV généraliste,1511,25.183333333333334,14747,gauche radicale,10.246151759679934,0.4197222222222222
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,00:34:39,France3,TV généraliste,2079,34.65,14747,Extreme droite - Divers,14.097782599850817,0.5775
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:05:48,France3,TV généraliste,348,5.8,14747,Autres,2.359801993625822,0.09666666666666666
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:07:26,France3,TV généraliste,446,7.433333333333334,14747,gauche radicale,3.024343934359531,0.1238888888888889
L?EUROPE ÇA SUFFIT!,00:05:50,France3,TV généraliste,350,5.833333333333333,14747,Extreme droite - Divers,2.373364074048959,0.09722222222222222
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:04:57,France3,TV généraliste,297,4.95,14747,Autres,2.013968942835831,0.0825
REVEILLER L?EUROPE,00:26:09,France3,TV généraliste,1569,26.15,14747,Sociaux Democrate,10.639452091950906,0.43583333333333335
temps_president,00:00:18,France3,TV généraliste,18,0.3,14747,Macron parle,0.12205872380823218,0.005
ALLIANCE RURALE,00:03:26,France5,TV généraliste,206,3.433333333333333,30607,Autres,0.6730486490018622,0.05722222222222222
BESOIN D?EUROPE,01:39:55,France5,TV généraliste,5995,99.91666666666667,30607,Centriste et Liberaux,19.58702257653478,1.6652777777777779
CHANGER L?EUROPE,00:02:22,France5,TV généraliste,142,2.3666666666666667,30607,Sociaux Democrate,0.4639461561080798,0.03944444444444444
DEFENDRE LES ENFANTS,00:00:55,France5,TV généraliste,55,0.9166666666666666,30607,Autres,0.1796974548305943,0.015277777777777777
DEMOCRATIE REPRESENTATIVE,00:00:08,France5,TV généraliste,8,0.13333333333333333,30607,Autres,0.026137811611722808,0.0022222222222222222
ÉCOLOGIE AU CENTRE,00:01:12,France5,TV généraliste,72,1.2,30607,Ecologiste et Regionaliste,0.2352403045055053,0.02
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:55,France5,TV généraliste,55,0.9166666666666666,30607,Ecologiste et Regionaliste,0.1796974548305943,0.015277777777777777
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:01:02,France5,TV généraliste,62,1.0333333333333334,30607,Ecologiste et Regionaliste,0.20256803999085174,0.017222222222222222
ESPERANTO LANGUE COMMUNE,00:00:44,France5,TV généraliste,44,0.7333333333333333,30607,Autres,0.14375796386447545,0.012222222222222223
EUROPE ECOLOGIE,00:35:54,France5,TV généraliste,2154,35.9,30607,Ecologiste et Regionaliste,7.037605776456367,0.5983333333333334
EUROPE TERRITOIRES ÉCOLOGIE,00:02:34,France5,TV généraliste,154,2.566666666666667,30607,Sociaux Democrate,0.5031528735256641,0.042777777777777776
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:07,France5,TV généraliste,7,0.11666666666666667,30607,Extreme droite - Divers,0.022870585160257455,0.0019444444444444444
FRANCE LIBRE,00:00:06,France5,TV généraliste,6,0.1,30607,Extreme droite - Divers,0.019603358708792106,0.0016666666666666668
FREE PALESTINE,00:00:05,France5,TV généraliste,5,0.08333333333333333,30607,Autres,0.016336132257326753,0.001388888888888889
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:15:25,France5,TV généraliste,925,15.416666666666666,30607,gauche radicale,3.0221844676054497,0.2569444444444444
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:39:56,France5,TV généraliste,2396,39.93333333333333,30607,Les conservateurs,7.828274577710981,0.6655555555555556
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:23:25,France5,TV généraliste,1405,23.416666666666668,30607,Extreme droite - Divers,4.590453164308818,0.3902777777777778
LA FRANCE INSOUMISE - UNION POPULAIRE,00:39:27,France5,TV généraliste,2367,39.45,30607,gauche radicale,7.733525010618486,0.6575
