Listes candidates,Total période (durée),Nom du media,Type de media,Durée en seconde,Durée en minute,Temps total,Couleur,Taux temps de parole,Durée en heure
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,02:37:37,France5,TV généraliste,9457,157.61666666666667,30607,Extreme droite - Divers,30.898160551507825,2.6269444444444443
LA RUCHE CITOYENNE,00:00:43,France5,TV généraliste,43,0.7166666666666667,30607,Autres,0.1404907374130101,0.011944444444444445
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:54,France5,TV généraliste,54,0.9,30607,Autres,0.17643022837912897,0.015
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:03:07,France5,TV généraliste,187,3.1166666666666667,30607,Autres,0.6109713464240206,0.051944444444444446
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:02:44,France5,TV généraliste,164,2.7333333333333334,30607,gauche radicale,0.5358251380403176,0.04555555555555556
L?EUROPE ÇA SUFFIT!,00:02:20,France5,TV généraliste,140,2.3333333333333335,30607,Extreme droite - Divers,0.4574117032051492,0.03888888888888889
"NON A L?UE ET A L?OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRES SOCIAL",00:00:09,France5,TV généraliste,9,0.15,30607,gauche radicale,0.02940503806318816,0.0025
NON! PRENONS-NOUS EN MAINS,00:00:05,France5,TV généraliste,5,0.08333333333333333,30607,Extreme droite - Divers,0.016336132257326753,0.001388888888888889
NOUS LE PEUPLE,00:00:42,France5,TV généraliste,42,0.7,30607,Autres,0.13722351096154475,0.011666666666666667
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:07,France5,TV généraliste,7,0.11666666666666667,30607,Sociaux Democrate,0.022870585160257455,0.0019444444444444444
PAIX ET DECROISSANCE,00:00:07,France5,TV généraliste,7,0.11666666666666667,30607,Autres,0.022870585160257455,0.0019444444444444444
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:02:31,France5,TV généraliste,151,2.5166666666666666,30607,Autres,0.493351194171268,0.041944444444444444
PARTI PIRATE,00:00:04,France5,TV généraliste,4,0.06666666666666667,30607,Autres,0.013068905805861404,0.0011111111111111111
PARTI REVOLUTIONNAIRE COMMUNISTES,00:00:05,France5,TV généraliste,5,0.08333333333333333,30607,gauche radicale,0.016336132257326753,0.001388888888888889
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:06,France5,TV généraliste,6,0.1,30607,gauche radicale,0.019603358708792106,0.0016666666666666668
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:00:10,France5,TV généraliste,10,0.16666666666666666,30607,gauche radicale,0.03267226451465351,0.002777777777777778
POUR UNE AUTRE EUROPE,00:00:04,France5,TV généraliste,4,0.06666666666666667,30607,Autres,0.013068905805861404,0.0011111111111111111
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:00:59,France5,TV généraliste,59,0.9833333333333333,30607,Autres,0.19276636063645572,0.01638888888888889
POUR UNE HUMANITE SOUVERAINE,00:00:05,France5,TV généraliste,5,0.08333333333333333,30607,Autres,0.016336132257326753,0.001388888888888889
REVEILLER L?EUROPE,00:58:57,France5,TV généraliste,3537,58.95,30607,Sociaux Democrate,11.556179958832946,0.9825
temps_president,00:10:53,France5,TV généraliste,653,10.883333333333333,30607,Macron parle,2.1334988728068742,0.18138888888888888
ALLIANCE RURALE,00:00:28,FranceCulture,radio,28,0.4666666666666667,7808,Autres,0.35860655737704916,0.0077777777777777776
BESOIN D?EUROPE,00:24:36,FranceCulture,radio,1476,24.6,7808,Centriste et Liberaux,18.903688524590166,0.41
CHANGER L?EUROPE,00:00:32,FranceCulture,radio,32,0.5333333333333333,7808,Sociaux Democrate,0.4098360655737705,0.008888888888888889
DEMOCRATIE REPRESENTATIVE,00:00:17,FranceCulture,radio,17,0.2833333333333333,7808,Autres,0.21772540983606556,0.004722222222222222
ÉCOLOGIE AU CENTRE,00:00:14,FranceCulture,radio,14,0.23333333333333334,7808,Ecologiste et Regionaliste,0.17930327868852458,0.0038888888888888888
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:13,FranceCulture,radio,13,0.21666666666666667,7808,Ecologiste et Regionaliste,0.16649590163934425,0.003611111111111111
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:00:15,FranceCulture,radio,15,0.25,7808,Ecologiste et Regionaliste,0.19211065573770492,0.004166666666666667
ESPERANTO LANGUE COMMUNE,00:00:17,FranceCulture,radio,17,0.2833333333333333,7808,Autres,0.21772540983606556,0.004722222222222222
EUROPE ECOLOGIE,00:13:31,FranceCulture,radio,811,13.516666666666667,7808,Ecologiste et Regionaliste,10.386782786885245,0.22527777777777777
EUROPE TERRITOIRES ÉCOLOGIE,00:00:21,FranceCulture,radio,21,0.35,7808,Sociaux Democrate,0.26895491803278687,0.005833333333333334
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:27,FranceCulture,radio,27,0.45,7808,Extreme droite - Divers,0.3457991803278688,0.0075
FRANCE LIBRE,00:00:20,FranceCulture,radio,20,0.3333333333333333,7808,Extreme droite - Divers,0.25614754098360654,0.005555555555555556
FREE PALESTINE,00:00:27,FranceCulture,radio,27,0.45,7808,Autres,0.3457991803278688,0.0075
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:03:18,FranceCulture,radio,198,3.3,7808,gauche radicale,2.535860655737705,0.055
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:12:24,FranceCulture,radio,744,12.4,7808,Les conservateurs,9.528688524590164,0.20666666666666667
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:01:30,FranceCulture,radio,90,1.5,7808,Extreme droite - Divers,1.1526639344262295,0.025
LA FRANCE INSOUMISE - UNION POPULAIRE,00:21:39,FranceCulture,radio,1299,21.65,7808,gauche radicale,16.636782786885245,0.36083333333333334
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,00:24:27,FranceCulture,radio,1467,24.45,7808,Extreme droite - Divers,18.78842213114754,0.4075
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:16,FranceCulture,radio,16,0.26666666666666666,7808,Autres,0.20491803278688525,0.0044444444444444444
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:00:18,FranceCulture,radio,18,0.3,7808,Autres,0.2305327868852459,0.005
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:00:20,FranceCulture,radio,20,0.3333333333333333,7808,gauche radicale,0.25614754098360654,0.005555555555555556
L?EUROPE ÇA SUFFIT!,00:00:23,FranceCulture,radio,23,0.38333333333333336,7808,Extreme droite - Divers,0.29456967213114754,0.006388888888888889
NON! PRENONS-NOUS EN MAINS,00:00:24,FranceCulture,radio,24,0.4,7808,Extreme droite - Divers,0.3073770491803279,0.006666666666666667
NOUS LE PEUPLE,00:00:16,FranceCulture,radio,16,0.26666666666666666,7808,Autres,0.20491803278688525,0.0044444444444444444
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:13,FranceCulture,radio,13,0.21666666666666667,7808,Sociaux Democrate,0.16649590163934425,0.003611111111111111
PAIX ET DECROISSANCE,00:00:15,FranceCulture,radio,15,0.25,7808,Autres,0.19211065573770492,0.004166666666666667
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:00:39,FranceCulture,radio,39,0.65,7808,Autres,0.49948770491803285,0.010833333333333334
PARTI PIRATE,00:00:11,FranceCulture,radio,11,0.18333333333333332,7808,Autres,0.1408811475409836,0.0030555555555555557
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:13,FranceCulture,radio,13,0.21666666666666667,7808,gauche radicale,0.16649590163934425,0.003611111111111111
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:00:19,FranceCulture,radio,19,0.31666666666666665,7808,gauche radicale,0.24334016393442623,0.005277777777777778
POUR UNE HUMANITE SOUVERAINE,00:00:22,FranceCulture,radio,22,0.36666666666666664,7808,Autres,0.2817622950819672,0.006111111111111111
REVEILLER L?EUROPE,00:12:13,FranceCulture,radio,733,12.216666666666667,7808,Sociaux Democrate,9.38780737704918,0.2036111111111111
UNION DES CENTRISTES ET DES ECOLOGISTES,00:00:13,FranceCulture,radio,13,0.21666666666666667,7808,Centriste et Liberaux,0.16649590163934425,0.003611111111111111
temps_president,00:08:17,FranceCulture,radio,497,8.283333333333333,7808,Macron parle,6.365266393442623,0.13805555555555554
ALLIANCE CENTRISTE ET TERRITOIRES EN MOUVEMENT,00:02:30,FranceInfo,radio,150,2.5,72121,Les conservateurs,0.20798380499438443,0.041666666666666664
ALLIANCE RURALE,00:04:21,FranceInfo,radio,261,4.35,72121,Autres,0.3618918206902289,0.0725
BESOIN D?EUROPE,03:40:49,FranceInfo,radio,13249,220.81666666666666,72121,Centriste et Liberaux,18.370516215803995,3.680277777777778
CHANGER L?EUROPE,00:28:46,FranceInfo,radio,1726,28.766666666666666,72121,Sociaux Democrate,2.393200316135384,0.47944444444444445
DEFENDRE LES ENFANTS,00:00:38,FranceInfo,radio,38,0.6333333333333333,72121,Autres,0.052689230598577386,0.010555555555555556
ÉCOLOGIE AU CENTRE,00:02:30,FranceInfo,radio,150,2.5,72121,Ecologiste et Regionaliste,0.20798380499438443,0.041666666666666664
ECOLOGIE POSITIVE ET TERRITOIRES,00:03:18,FranceInfo,radio,198,3.3,72121,Ecologiste et Regionaliste,0.2745386225925875,0.055
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:02:43,FranceInfo,radio,163,2.716666666666667,72121,Ecologiste et Regionaliste,0.22600906809389776,0.04527777777777778
EUROPE ECOLOGIE,01:36:45,FranceInfo,radio,5805,96.75,72121,Ecologiste et Regionaliste,8.048973253282679,1.6125
EUROPE TERRITOIRES ÉCOLOGIE,00:12:22,FranceInfo,radio,742,12.366666666666667,72121,Sociaux Democrate,1.0288265553722218,0.2061111111111111
FRANCE LIBRE,00:00:35,FranceInfo,radio,35,0.5833333333333334,72121,Extreme droite - Divers,0.0485295544986897,0.009722222222222222
FREE PALESTINE,00:02:20,FranceInfo,radio,140,2.3333333333333335,72121,Autres,0.1941182179947588,0.03888888888888889
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:46:17,FranceInfo,radio,2777,46.28333333333333,72121,gauche radicale,3.8504735097960374,0.7713888888888889
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,02:18:00,FranceInfo,radio,8280,138.0,72121,Les conservateurs,11.480706035690021,2.3
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:26:51,FranceInfo,radio,1611,26.85,72121,Extreme droite - Divers,2.233746065639689,0.4475
LA FRANCE INSOUMISE - UNION POPULAIRE,02:22:54,FranceInfo,radio,8574,142.9,72121,gauche radicale,11.888354293479015,2.381666666666667
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,03:59:28,FranceInfo,radio,14368,239.46666666666667,72121,Extreme droite - Divers,19.922075401062102,3.991111111111111
LA RUCHE CITOYENNE,00:00:44,FranceInfo,radio,44,0.7333333333333333,72121,Autres,0.061008582798352765,0.012222222222222223
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:45,FranceInfo,radio,45,0.75,72121,Autres,0.06239514149831533,0.0125
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:01:36,FranceInfo,radio,96,1.6,72121,Autres,0.13310963519640603,0.02666666666666667
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:06:44,FranceInfo,radio,404,6.733333333333333,72121,gauche radicale,0.5601697147848754,0.11222222222222222
L?EUROPE ÇA SUFFIT!,00:06:26,FranceInfo,radio,386,6.433333333333334,72121,Extreme droite - Divers,0.5352116581855493,0.10722222222222222
"NON A L?UE ET A L?OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRES SOCIAL",00:00:41,FranceInfo,radio,41,0.6833333333333333,72121,gauche radicale,0.05684890669846508,0.01138888888888889
NOUS LE PEUPLE,00:00:44,FranceInfo,radio,44,0.7333333333333333,72121,Autres,0.061008582798352765,0.012222222222222223
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:42,FranceInfo,radio,42,0.7,72121,Sociaux Democrate,0.058235465398427645,0.011666666666666667
PAIX ET DECROISSANCE,00:00:41,FranceInfo,radio,41,0.6833333333333333,72121,Autres,0.05684890669846508,0.01138888888888889
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:03:07,FranceInfo,radio,187,3.1166666666666667,72121,Autres,0.2592864768929992,0.051944444444444446
PARTI PIRATE,00:03:56,FranceInfo,radio,236,3.933333333333333,72121,Autres,0.3272278531911648,0.06555555555555556
PARTI REVOLUTIONNAIRE COMMUNISTES,00:00:40,FranceInfo,radio,40,0.6666666666666666,72121,gauche radicale,0.05546234799850252,0.011111111111111112
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:42,FranceInfo,radio,42,0.7,72121,gauche radicale,0.058235465398427645,0.011666666666666667
POUR UNE AUTRE EUROPE,00:00:28,FranceInfo,radio,28,0.4666666666666667,72121,Autres,0.03882364359895176,0.0077777777777777776
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:00:48,FranceInfo,radio,48,0.8,72121,Autres,0.06655481759820302,0.013333333333333334
POUR UNE HUMANITE SOUVERAINE,00:00:51,FranceInfo,radio,51,0.85,72121,Autres,0.07071449369809071,0.014166666666666666
REVEILLER L?EUROPE,02:22:24,FranceInfo,radio,8544,142.4,72121,Sociaux Democrate,11.846757532480137,2.3733333333333335
temps_president,00:58:55,FranceInfo,radio,3535,58.916666666666664,72121,Macron parle,4.901485004367659,0.9819444444444444
ALLIANCE CENTRISTE ET TERRITOIRES EN MOUVEMENT,00:00:44,FranceInter,radio,44,0.7333333333333333,41716,Les conservateurs,0.10547511746092626,0.012222222222222223
ALLIANCE RURALE,00:13:30,FranceInter,radio,810,13.5,41716,Autres,1.9417010259852336,0.225
BESOIN D?EUROPE,02:28:09,FranceInter,radio,8889,148.15,41716,Centriste et Liberaux,21.308370888867582,2.4691666666666667
CHANGER L?EUROPE,00:14:53,FranceInter,radio,893,14.883333333333333,41716,Sociaux Democrate,2.140665452104708,0.24805555555555556
DEFENDRE LES ENFANTS,00:00:42,FranceInter,radio,42,0.7,41716,Autres,0.10068079393997506,0.011666666666666667
DEMOCRATIE REPRESENTATIVE,00:00:42,FranceInter,radio,42,0.7,41716,Autres,0.10068079393997506,0.011666666666666667
ÉCOLOGIE AU CENTRE,00:09:32,FranceInter,radio,572,9.533333333333333,41716,Ecologiste et Regionaliste,1.3711765269920415,0.15888888888888889
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:44,FranceInter,radio,44,0.7333333333333333,41716,Ecologiste et Regionaliste,0.10547511746092626,0.012222222222222223
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:00:45,FranceInter,radio,45,0.75,41716,Ecologiste et Regionaliste,0.10787227922140186,0.0125
ESPERANTO LANGUE COMMUNE,00:00:28,FranceInter,radio,28,0.4666666666666667,41716,Autres,0.06712052929331672,0.0077777777777777776
EUROPE ECOLOGIE,00:53:17,FranceInter,radio,3197,53.28333333333333,41716,Ecologiste et Regionaliste,7.6637261482404835,0.8880555555555556
EUROPE EQUITABLE,00:01:22,FranceInter,radio,82,1.3666666666666667,41716,Centriste et Liberaux,0.19656726435899893,0.02277777777777778
EUROPE TERRITOIRES ÉCOLOGIE,00:10:34,FranceInter,radio,634,10.566666666666666,41716,Sociaux Democrate,1.5198005561415284,0.1761111111111111
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:38,FranceInter,radio,38,0.6333333333333333,41716,Extreme droite - Divers,0.09109214689807268,0.010555555555555556
FRANCE LIBRE,00:00:35,FranceInter,radio,35,0.5833333333333334,41716,Extreme droite - Divers,0.08390066161664589,0.009722222222222222
FREE PALESTINE,00:01:34,FranceInter,radio,94,1.5666666666666667,41716,Autres,0.22533320548470612,0.026111111111111113
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,00:18:51,FranceInter,radio,1131,18.85,41716,gauche radicale,2.7111899510979,0.31416666666666665
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,00:53:21,FranceInter,radio,3201,53.35,41716,Les conservateurs,7.673314795282386,0.8891666666666667
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",00:20:23,FranceInter,radio,1223,20.383333333333333,41716,Extreme droite - Divers,2.931728833061655,0.3397222222222222
LA FRANCE INSOUMISE - UNION POPULAIRE,01:11:08,FranceInter,radio,4268,71.13333333333334,41716,gauche radicale,10.231086393709846,1.1855555555555555
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,02:29:04,FranceInter,radio,8944,149.06666666666666,41716,Extreme droite - Divers,21.44021478569374,2.4844444444444442
LA RUCHE CITOYENNE,00:00:44,FranceInter,radio,44,0.7333333333333333,41716,Autres,0.10547511746092626,0.012222222222222223
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:45,FranceInter,radio,45,0.75,41716,Autres,0.10787227922140186,0.0125
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:09:06,FranceInter,radio,546,9.1,41716,Autres,1.308850321219676,0.15166666666666667
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:10:42,FranceInter,radio,642,10.7,41716,gauche radicale,1.5389778502253333,0.17833333333333334
L?EUROPE ÇA SUFFIT!,00:11:00,FranceInter,radio,660,11.0,41716,Extreme droite - Divers,1.582126761913894,0.18333333333333332
"NON A L?UE ET A L?OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRES SOCIAL",00:00:42,FranceInter,radio,42,0.7,41716,gauche radicale,0.10068079393997506,0.011666666666666667
NON! PRENONS-NOUS EN MAINS,00:00:33,FranceInter,radio,33,0.55,41716,Extreme droite - Divers,0.07910633809569469,0.009166666666666667
NOUS LE PEUPLE,00:00:53,FranceInter,radio,53,0.8833333333333333,41716,Autres,0.12704957330520664,0.014722222222222222
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:52,FranceInter,radio,52,0.8666666666666667,41716,Sociaux Democrate,0.12465241154473103,0.014444444444444444
PAIX ET DECROISSANCE,00:00:51,FranceInter,radio,51,0.85,41716,Autres,0.12225524978425545,0.014166666666666666
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:10:33,FranceInter,radio,633,10.55,41716,Autres,1.5174033943810528,0.17583333333333334
PARTI PIRATE,00:00:36,FranceInter,radio,36,0.6,41716,Autres,0.08629782337712148,0.01
PARTI REVOLUTIONNAIRE COMMUNISTES,00:00:39,FranceInter,radio,39,0.65,41716,gauche radicale,0.09348930865854828,0.010833333333333334
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:00:42,FranceInter,radio,42,0.7,41716,gauche radicale,0.10068079393997506,0.011666666666666667
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:00:44,FranceInter,radio,44,0.7333333333333333,41716,gauche radicale,0.10547511746092626,0.012222222222222223
POUR UNE AUTRE EUROPE,00:00:51,FranceInter,radio,51,0.85,41716,Autres,0.12225524978425545,0.014166666666666666
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:00:48,FranceInter,radio,48,0.8,41716,Autres,0.11506376450282865,0.013333333333333334
POUR UNE HUMANITE SOUVERAINE,00:00:51,FranceInter,radio,51,0.85,41716,Autres,0.12225524978425545,0.014166666666666666
REVEILLER L?EUROPE,01:03:08,FranceInter,radio,3788,63.13333333333333,41716,Sociaux Democrate,9.08044874868156,1.0522222222222222
temps_president,00:09:20,FranceInter,radio,560,9.333333333333334,41716,Macron parle,1.3424105858663342,0.15555555555555556
ALLIANCE RURALE,00:16:01,LCI,TV info continue,961,16.016666666666666,113439,Autres,0.8471513324341716,0.26694444444444443
BESOIN D?EUROPE,04:34:58,LCI,TV info continue,16498,274.96666666666664,113439,Centriste et Liberaux,14.543499149322544,4.582777777777777
CHANGER L?EUROPE,00:01:18,LCI,TV info continue,78,1.3,113439,Sociaux Democrate,0.0687594213630233,0.021666666666666667
DEFENDRE LES ENFANTS,00:00:41,LCI,TV info continue,41,0.6833333333333333,113439,Autres,0.03614277276774302,0.01138888888888889
DEMOCRATIE REPRESENTATIVE,00:00:23,LCI,TV info continue,23,0.38333333333333336,113439,Autres,0.020275213991660716,0.006388888888888889
ÉCOLOGIE AU CENTRE,00:04:10,LCI,TV info continue,250,4.166666666666667,113439,Ecologiste et Regionaliste,0.22038276077892086,0.06944444444444445
ECOLOGIE POSITIVE ET TERRITOIRES,00:00:39,LCI,TV info continue,39,0.65,113439,Ecologiste et Regionaliste,0.03437971068151165,0.010833333333333334
ÉQUINOXE: ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE,00:00:38,LCI,TV info continue,38,0.6333333333333333,113439,Ecologiste et Regionaliste,0.03349817963839597,0.010555555555555556
ESPERANTO LANGUE COMMUNE,00:00:30,LCI,TV info continue,30,0.5,113439,Autres,0.0264459312934705,0.008333333333333333
EUROPE ECOLOGIE,02:42:14,LCI,TV info continue,9734,162.23333333333332,113439,Ecologiste et Regionaliste,8.580823173688062,2.703888888888889
EUROPE TERRITOIRES ÉCOLOGIE,00:01:02,LCI,TV info continue,62,1.0333333333333334,113439,Sociaux Democrate,0.05465492467317236,0.017222222222222222
FORTERESSE EUROPE - LISTE D?UNITE NATIONALISTE,00:00:37,LCI,TV info continue,37,0.6166666666666667,113439,Extreme droite - Divers,0.03261664859528028,0.010277777777777778
FRANCE LIBRE,00:00:18,LCI,TV info continue,18,0.3,113439,Extreme droite - Divers,0.0158675587760823,0.005
FREE PALESTINE,00:00:30,LCI,TV info continue,30,0.5,113439,Autres,0.0264459312934705,0.008333333333333333
GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL,01:26:04,LCI,TV info continue,5164,86.06666666666666,113439,gauche radicale,4.552226306649389,1.4344444444444444
LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE,02:53:38,LCI,TV info continue,10418,173.63333333333333,113439,Les conservateurs,9.183790407179188,2.8938888888888887
"LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR",01:56:30,LCI,TV info continue,6990,116.5,113439,Extreme droite - Divers,6.161901991378627,1.9416666666666667
LA FRANCE INSOUMISE - UNION POPULAIRE,02:31:42,LCI,TV info continue,9102,151.7,113439,gauche radicale,8.02369555443895,2.5283333333333333
LA FRANCE REVIENT! AVEC JORDAN BARDELLA ET MARINE LE PEN,08:13:19,LCI,TV info continue,29599,493.31666666666666,113439,Extreme droite - Divers,26.092437345181114,8.221944444444444
LA RUCHE CITOYENNE,00:01:29,LCI,TV info continue,89,1.4833333333333334,113439,Autres,0.07845626283729581,0.024722222222222222
LIBERTE DEMOCRATIQUE FRANCAISE,00:00:43,LCI,TV info continue,43,0.7166666666666667,113439,Autres,0.037905834853974384,0.011944444444444445
"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D?ACHAT ET POUR LA PAIX",00:11:46,LCI,TV info continue,706,11.766666666666667,113439,Autres,0.6223609164396724,0.19611111111111112
LUTTE OUVRIERE LE CAMP DES TRAVAILLEURS,00:01:55,LCI,TV info continue,115,1.9166666666666667,113439,gauche radicale,0.10137606995830359,0.03194444444444444
L?EUROPE ÇA SUFFIT!,00:07:07,LCI,TV info continue,427,7.116666666666666,113439,Extreme droite - Divers,0.3764137554103968,0.11861111111111111
"NON A L?UE ET A L?OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRES SOCIAL",00:00:30,LCI,TV info continue,30,0.5,113439,gauche radicale,0.0264459312934705,0.008333333333333333
NON! PRENONS-NOUS EN MAINS,00:00:15,LCI,TV info continue,15,0.25,113439,Extreme droite - Divers,0.01322296564673525,0.004166666666666667
NOUS LE PEUPLE,00:00:31,LCI,TV info continue,31,0.5166666666666667,113439,Autres,0.02732746233658618,0.008611111111111111
"PACE - PARTI DES CITOYENS EUROPEENS, POUR L?ARMEE EUROPEENNE, POUR L?EUROPE SOCIALE, POUR LA PLANETE!",00:00:46,LCI,TV info continue,46,0.7666666666666667,113439,Sociaux Democrate,0.04055042798332143,0.012777777777777779
PAIX ET DECROISSANCE,00:00:33,LCI,TV info continue,33,0.55,113439,Autres,0.029090524422817548,0.009166666666666667
"PARTI ANIMALISTE - LES ANIMAUX COMPTENT, VOTRE VOIX AUSSI",00:28:13,LCI,TV info continue,1693,28.216666666666665,113439,Autres,1.4924320559948518,0.4702777777777778
PARTI PIRATE,00:00:32,LCI,TV info continue,32,0.5333333333333333,113439,Autres,0.02820899337970187,0.008888888888888889
PARTI REVOLUTIONNAIRE COMMUNISTES,00:00:37,LCI,TV info continue,37,0.6166666666666667,113439,gauche radicale,0.03261664859528028,0.010277777777777778
"POUR LE PAIN, LA PAIX, LA LIBERTE!ğ PRESENTEE PAR LE PARTI DES TRAVAILLEURS",00:01:18,LCI,TV info continue,78,1.3,113439,gauche radicale,0.0687594213630233,0.021666666666666667
"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION!",00:01:36,LCI,TV info continue,96,1.6,113439,gauche radicale,0.0846269801391056,0.02666666666666667
POUR UNE AUTRE EUROPE,00:00:54,LCI,TV info continue,54,0.9,113439,Autres,0.0476026763282469,0.015
POUR UNE DEMOCRATIE REELLE: DECIDONS NOUS-MEMES!,00:01:50,LCI,TV info continue,110,1.8333333333333333,113439,Autres,0.09696841474272516,0.030555555555555555
POUR UNE HUMANITE SOUVERAINE,00:00:31,LCI,TV info continue,31,0.5166666666666667,113439,Autres,0.02732746233658618,0.008611111111111111
